Indicator Code,Country or Area Code,Country or Area,Time Code,Year,Value,Value Footnotes
NY.GDP.PCAP.PP.CD,DNK,Denmark,2002,2002,30640.34562,
NY.GDP.PCAP.PP.CD,DNK,Denmark,2001,2001,29449.90744,
NY.GDP.PCAP.PP.CD,DNK,Denmark,2000,2000,28668.86342,
NY.GDP.PCAP.PP.CD,DNK,Denmark,1999,1999,26653.8239,
NY.GDP.PCAP.PP.CD,DNK,Denmark,1998,1998,25813.57037,
NY.GDP.PCAP.PP.CD,DNK,Denmark,1997,1997,24920.00413,
NY.GDP.PCAP.PP.CD,DNK,Denmark,1996,1996,23698.8801,
NY.GDP.PCAP.PP.CD,DNK,Denmark,1995,1995,22654.58398,
NY.GDP.PCAP.PP.CD,DNK,Denmark,1994,1994,21649.74637,
NY.GDP.PCAP.PP.CD,DNK,Denmark,1993,1993,20192.07724,
NY.GDP.PCAP.PP.CD,DNK,Denmark,1992,1992,19788.45434,
NY.GDP.PCAP.PP.CD,DNK,Denmark,1991,1991,19039.02918,
NY.GDP.PCAP.PP.CD,DNK,Denmark,1990,1990,18210.3067,
NY.GDP.PCAP.PP.CD,DJI,Djibouti,2018,2018,5337.124925,
NY.GDP.PCAP.PP.CD,DJI,Djibouti,2017,2017,4885.220563,
NY.GDP.PCAP.PP.CD,DJI,Djibouti,2016,2016,4692.575942,
NY.GDP.PCAP.PP.CD,DJI,Djibouti,2015,2015,4574.474876,
NY.GDP.PCAP.PP.CD,DJI,Djibouti,2014,2014,4289.086748,
NY.GDP.PCAP.PP.CD,DJI,Djibouti,2013,2013,4103.955142,
NY.GDP.PCAP.PP.CD,DMA,Dominica,2018,2018,11805.55362,
NY.GDP.PCAP.PP.CD,DMA,Dominica,2017,2017,11304.35971,
NY.GDP.PCAP.PP.CD,DMA,Dominica,2016,2016,11949.53406,
NY.GDP.PCAP.PP.CD,DMA,Dominica,2015,2015,11139.94898,
NY.GDP.PCAP.PP.CD,DMA,Dominica,2014,2014,10910.29745,
NY.GDP.PCAP.PP.CD,DMA,Dominica,2013,2013,10146.34798,
NY.GDP.PCAP.PP.CD,DMA,Dominica,2012,2012,9945.288446,
NY.GDP.PCAP.PP.CD,DMA,Dominica,2011,2011,10198.54896,
NY.GDP.PCAP.PP.CD,DMA,Dominica,2010,2010,10017.62053,
NY.GDP.PCAP.PP.CD,DMA,Dominica,2009,2009,9839.806461,
NY.GDP.PCAP.PP.CD,DMA,Dominica,2008,2008,9884.291475,
NY.GDP.PCAP.PP.CD,DMA,Dominica,2007,2007,9055.277027,
NY.GDP.PCAP.PP.CD,DMA,Dominica,2006,2006,8300.592531,
NY.GDP.PCAP.PP.CD,DMA,Dominica,2005,2005,7712.208308,
NY.GDP.PCAP.PP.CD,DMA,Dominica,2004,2004,7452.326953,
NY.GDP.PCAP.PP.CD,DMA,Dominica,2003,2003,7070.44996,
NY.GDP.PCAP.PP.CD,DMA,Dominica,2002,2002,6551.441467,
NY.GDP.PCAP.PP.CD,DMA,Dominica,2001,2001,6653.953701,
NY.GDP.PCAP.PP.CD,DMA,Dominica,2000,2000,6516.257454,
NY.GDP.PCAP.PP.CD,DMA,Dominica,1999,1999,6211.568504,
NY.GDP.PCAP.PP.CD,DMA,Dominica,1998,1998,6071.087947,
NY.GDP.PCAP.PP.CD,DMA,Dominica,1997,1997,5751.267814,
NY.GDP.PCAP.PP.CD,DMA,Dominica,1996,1996,5506.579629,
NY.GDP.PCAP.PP.CD,DMA,Dominica,1995,1995,5232.770513,
NY.GDP.PCAP.PP.CD,DMA,Dominica,1994,1994,4978.415091,
NY.GDP.PCAP.PP.CD,DMA,Dominica,1993,1993,4887.257038,
NY.GDP.PCAP.PP.CD,DMA,Dominica,1992,1992,4692.117403,
NY.GDP.PCAP.PP.CD,DMA,Dominica,1991,1991,4507.158228,
NY.GDP.PCAP.PP.CD,DMA,Dominica,1990,1990,4299.051517,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,2018,2018,18129.70864,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,2017,2017,16735.33259,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,2016,2016,16109.85592,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,2015,2015,14740.8197,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,2014,2014,13475.01647,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,2013,2013,12482.1646,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,2012,2012,11900.491,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,2011,2011,11869.13398,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,2010,2010,11410.34875,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,2009,2009,10539.39782,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,2008,2008,10491.61958,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,2007,2007,10098.69355,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,2006,2006,9274.89252,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,2005,2005,8356.012994,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,2004,2004,7506.733761,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,2003,2003,7226.721281,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,2002,2002,7295.056532,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,2001,2001,6973.541183,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,2000,2000,6760.125687,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,1999,1999,6414.743194,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,1998,1998,6062.52209,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,1997,1997,5708.188068,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,1996,1996,5238.828424,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,1995,1995,4937.329829,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,1994,1994,4656.492328,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,1993,1993,4524.401903,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,1992,1992,4193.273522,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,1991,1991,3756.148508,
NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,1990,1990,3668.379743,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,2018,2018,9444.79592,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,2017,2017,8977.606584,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,2016,2016,8552.928933,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,2015,2015,8264.965368,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,2014,2014,8166.747022,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,2013,2013,7944.095613,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,2012,2012,7704.225577,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,2011,2011,7333.796251,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,2010,2010,6929.902806,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,2009,2009,6522.077658,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,2008,2008,6421.157076,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,2007,2007,6133.001961,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,2006,2006,5712.310701,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,2005,2005,5278.922977,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,2004,2004,4904.483776,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,2003,2003,4549.889727,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,2002,2002,4307.983306,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,2001,2001,4231.105392,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,2000,2000,4137.6818,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,1999,1999,3936.562547,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,1998,1998,3860.263903,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,1997,1997,3900.33823,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,1996,1996,3746.864001,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,1995,1995,3551.837772,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,1994,1994,3426.541527,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,1993,1993,3321.076016,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,1992,1992,3229.889872,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,1991,1991,3092.138413,
NY.GDP.PCAP.PP.CD,EAR,Early-demographic dividend,1990,1990,2915.532625,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,2018,2018,17399.66937,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,2017,2017,16334.37469,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,2016,2016,15607.37718,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,2015,2015,15114.12041,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,2014,2014,14695.65656,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,2013,2013,14173.56608,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,2012,2012,13466.26846,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,2011,2011,12620.67095,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,2010,2010,11732.33495,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,2009,2009,10809.82614,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,2008,2008,10408.85415,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,2007,2007,9781.833398,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,2006,2006,8845.744592,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,2005,2005,8059.482703,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,2004,2004,7406.331408,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,2003,2003,6823.870444,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,2002,2002,6406.616907,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,2001,2001,6032.782135,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,2000,2000,5734.45674,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,1999,1999,5333.015976,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,1998,1998,5095.11192,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,1997,1997,5098.021337,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,1996,1996,4844.079169,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,1995,1995,4524.942905,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,1994,1994,4208.619807,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,1993,1993,3924.9286,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,1992,1992,3684.360196,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,1991,1991,3460.507498,
NY.GDP.PCAP.PP.CD,EAS,East Asia & Pacific,1990,1990,3214.543799,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),2018,2018,14049.69969,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),2017,2017,12986.29651,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),2016,2016,12313.16888,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),2015,2015,11794.39154,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),2014,2014,11464.02972,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),2013,2013,10953.56527,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),2012,2012,10355.35465,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),2011,2011,9550.239475,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),2010,2010,8703.916277,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),2009,2009,7907.575854,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),2008,2008,7359.19281,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),2007,2007,6719.891902,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),2006,2006,5899.811352,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),2005,2005,5227.422028,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),2004,2004,4670.753685,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),2003,2003,4218.29654,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),2002,2002,3849.133913,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),2001,2001,3551.356723,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),2000,2000,3294.433511,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),1999,1999,3032.081784,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),1998,1998,2854.581136,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),1997,1997,2833.456955,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),1996,1996,2641.892726,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),1995,1995,2414.362042,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),1994,1994,2185.898995,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),1993,1993,1966.640658,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),1992,1992,1763.58574,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),1991,1991,1586.281093,
NY.GDP.PCAP.PP.CD,EAP,East Asia & Pacific (excluding high income),1990,1990,1446.440853,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),2018,2018,14197.40605,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),2017,2017,13123.12612,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),2016,2016,12443.3107,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),2015,2015,11919.41549,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),2014,2014,11585.8596,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),2013,2013,11070.26245,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),2012,2012,10465.95398,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),2011,2011,9652.500238,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),2010,2010,8797.350642,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),2009,2009,7992.695971,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),2008,2008,7438.648354,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),2007,2007,6792.65645,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),2006,2006,5963.857724,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),2005,2005,5284.279802,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),2004,2004,4721.611303,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),2003,2003,4264.232751,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),2002,2002,3891.047211,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),2001,2001,3590.027094,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),2000,2000,3330.324773,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),1999,1999,3065.161501,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),1998,1998,2885.795238,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),1997,1997,2864.525663,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),1996,1996,2670.926096,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),1995,1995,2440.918337,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),1994,1994,2209.926955,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),1993,1993,1988.217689,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),1992,1992,1782.881953,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),1991,1991,1603.599108,
NY.GDP.PCAP.PP.CD,TEA,East Asia & Pacific (IDA & IBRD),1990,1990,1462.225437,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,2018,2018,11834.57087,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,2017,2017,11617.90876,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,2016,2016,11034.26985,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,2015,2015,11060.28763,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,2014,2014,11713.1715,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,2013,2013,11153.6845,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,2012,2012,10311.4026,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,2011,2011,9857.521816,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,2010,2010,9090.308234,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,2009,2009,8818.67236,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,2008,2008,8845.5545,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,2007,2007,8294.641405,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,2006,2006,8037.883279,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,2005,2005,7598.946244,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,2004,2004,7117.171715,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,2003,2003,6513.299404,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,2002,2002,6332.185874,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,2001,2001,6094.348526,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,2000,2000,5838.902525,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,1999,1999,5758.073129,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,1998,1998,6077.540637,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,1997,1997,5940.06864,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,1996,1996,5715.879377,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,1995,1995,5636.989744,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,1994,1994,5518.683731,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,1993,1993,5299.176554,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,1992,1992,5192.581509,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,1991,1991,5087.439165,
NY.GDP.PCAP.PP.CD,ECU,Ecuador,1990,1990,4829.933123,
NY.GDP.PCAP.PP.CD,EGY,Egypt,2018,2018,11634.54685,
NY.GDP.PCAP.PP.CD,EGY,Egypt,2017,2017,11014.48614,
NY.GDP.PCAP.PP.CD,EGY,Egypt,2016,2016,11192.37289,
NY.GDP.PCAP.PP.CD,EGY,Egypt,2015,2015,11512.40239,
NY.GDP.PCAP.PP.CD,EGY,Egypt,2014,2014,10895.94485,
NY.GDP.PCAP.PP.CD,EGY,Egypt,2013,2013,11221.38191,
NY.GDP.PCAP.PP.CD,EGY,Egypt,2012,2012,11092.74326,
NY.GDP.PCAP.PP.CD,EGY,Egypt,2011,2011,9686.046378,
NY.GDP.PCAP.PP.CD,EGY,Egypt,2010,2010,9522.510199,
NY.GDP.PCAP.PP.CD,EGY,Egypt,2009,2009,9131.498085,
NY.GDP.PCAP.PP.CD,EGY,Egypt,2008,2008,8820.716727,
NY.GDP.PCAP.PP.CD,EGY,Egypt,2007,2007,8219.482536,
NY.GDP.PCAP.PP.CD,EGY,Egypt,2006,2006,7606.756427,
NY.GDP.PCAP.PP.CD,EGY,Egypt,2005,2005,7033.919573,
NY.GDP.PCAP.PP.CD,EGY,Egypt,2004,2004,6648.429018,
NY.GDP.PCAP.PP.CD,EGY,Egypt,2003,2003,6334.571714,
NY.GDP.PCAP.PP.CD,EGY,Egypt,2002,2002,6139.679075,
NY.GDP.PCAP.PP.CD,EGY,Egypt,2001,2001,6015.095821,
NY.GDP.PCAP.PP.CD,EGY,Egypt,2000,2000,5794.125257,
NY.GDP.PCAP.PP.CD,EGY,Egypt,1999,1999,5431.88583,
NY.GDP.PCAP.PP.CD,EGY,Egypt,1998,1998,5149.258254,
NY.GDP.PCAP.PP.CD,EGY,Egypt,1997,1997,4920.254365,
NY.GDP.PCAP.PP.CD,EGY,Egypt,1996,1996,4678.064412,
NY.GDP.PCAP.PP.CD,EGY,Egypt,1995,1995,4464.639303,
NY.GDP.PCAP.PP.CD,EGY,Egypt,1994,1994,4263.635095,
NY.GDP.PCAP.PP.CD,EGY,Egypt,1993,1993,4096.447098,
NY.GDP.PCAP.PP.CD,EGY,Egypt,1992,1992,3969.291998,
NY.GDP.PCAP.PP.CD,EGY,Egypt,1991,1991,3795.057799,
NY.GDP.PCAP.PP.CD,EGY,Egypt,1990,1990,3713.489044,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,2018,2018,8818.877207,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,2017,2017,8454.058198,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,2016,2016,8038.625529,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,2015,2015,7597.68557,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,2014,2014,7233.190625,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,2013,2013,6877.153044,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,2012,2012,6541.166341,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,2011,2011,6465.874715,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,2010,2010,6127.039118,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,2009,2009,5956.875098,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,2008,2008,6063.286025,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,2007,2007,5823.174028,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,2006,2006,5591.442333,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,2005,2005,5224.75785,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,2004,2004,4956.555345,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,2003,2003,4807.717661,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,2002,2002,4672.355458,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,2001,2001,4554.856987,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,2000,2000,4447.649392,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,1999,1999,4333.670239,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,1998,1998,4215.603163,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,1997,1997,4097.282052,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,1996,1996,3944.068928,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,1995,1995,3883.602772,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,1994,1994,3675.416801,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,1993,1993,3482.095441,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,1992,1992,3258.456481,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,1991,1991,3018.23741,
NY.GDP.PCAP.PP.CD,SLV,El Salvador,1990,1990,2915.88536,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,2018,2018,20840.27477,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,2017,2017,22551.08325,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,2016,2016,20458.81227,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,2015,2015,24042.49709,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,2014,2014,33696.12641,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,2013,2013,34766.01158,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,2012,2012,37570.6354,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,2011,2011,34280.25489,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,2010,2010,32965.89959,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,2009,2009,37447.50787,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,2008,2008,38407.87968,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,2007,2007,33506.40686,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,2006,2006,29646.21081,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,2005,2005,27963.06516,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,2004,2004,24283.69501,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,2003,2003,17891.47579,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,2002,2002,16076.27956,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,2001,2001,13807.93575,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,2000,2000,8617.72085,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,1999,1999,7429.741411,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,1998,1998,6071.15901,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,1997,1997,5049.627363,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,1996,1996,2065.154641,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,1995,1995,1264.2179,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,1994,1994,1092.82805,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,1993,1993,949.7400698,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,1992,1992,864.2844148,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,1991,1991,648.0109744,
NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,1990,1990,653.931747,
NY.GDP.PCAP.PP.CD,ERI,Eritrea,2011,2011,1625.506156,
NY.GDP.PCAP.PP.CD,ERI,Eritrea,2010,2010,1485.198435,
NY.GDP.PCAP.PP.CD,ERI,Eritrea,2009,2009,1459.830083,
NY.GDP.PCAP.PP.CD,ERI,Eritrea,2008,2008,1420.739661,
NY.GDP.PCAP.PP.CD,ERI,Eritrea,2007,2007,1578.904771,
NY.GDP.PCAP.PP.CD,ERI,Eritrea,2006,2006,1556.662291,
